	Pid	period	true label	predicted label	logits
807	428557	Middle Babylonian (ca. 1400-1100 BC)	7	8	[0.4705770015716553, -3.3455142974853516, -0.8114162087440491, 4.750463008880615, 1.4792554378509521, 0.8826860189437866, 0.4760763645172119, 0.2976757884025574, 11.400593757629395, 1.6589148044586182, -2.5131585597991943, -4.490322113037109, 1.5812016725540161, -3.4784696102142334, -0.1293291300535202, -2.8997271060943604, -2.8574814796447754, -2.530200242996216]
808	116057	Ur III (ca. 2100-2000 BC)	14	9	[-1.9051047563552856, -0.3465815782546997, -1.026457667350769, 0.0035613104701042175, 0.07380752265453339, 5.124974727630615, 1.3105206489562988, 2.2530224323272705, -1.111466646194458, 5.359268665313721, -0.7621525526046753, 3.0740530490875244, -2.4739441871643066, -0.276390939950943, -0.21781472861766815, -6.8461785316467285, -0.39885443449020386, 0.3546915650367737]
809	428550	Neo-Babylonian (ca. 626-539 BC)	9	9	[-0.2947796583175659, -4.330328464508057, -0.5259813070297241, 7.317549705505371, 0.36208710074424744, 2.257826566696167, -0.9459986090660095, 0.13744446635246277, 4.151605129241943, 7.542247295379639, -1.1258940696716309, -1.0768495798110962, -0.17971545457839966, -4.780060291290283, 1.3428794145584106, -2.680741548538208, -3.3387093544006348, -1.255502700805664]
810	5210	Uruk III (ca. 3200-3000 BC)	15	12	[1.349260687828064, -2.5558595657348633, 0.4492531418800354, 1.3894639015197754, -1.5105500221252441, -2.983410596847534, -2.7186806201934814, -1.3412739038467407, 0.5005834102630615, -2.608961343765259, 3.5237045288085938, -1.645953893661499, 4.82208251953125, -2.0283772945404053, 0.6086027026176453, 2.8503074645996094, -0.027399014681577682, -0.23872853815555573]
811	225847	ED IIIb (ca. 2500-2340 BC)	2	2	[-0.6247533559799194, 2.618196964263916, 6.8243536949157715, 1.8151016235351562, -0.9455284476280212, -0.37346091866493225, -1.3946595191955566, -1.5253547430038452, -2.219583749771118, 0.4163661301136017, 3.3161940574645996, 2.3893561363220215, -0.601456880569458, -4.702044486999512, 0.6669266223907471, -0.21720413863658905, -1.9347444772720337, -2.008561372756958]
812	274157	Ebla (ca. 2350-2250 BC)	4	4	[-0.7891302108764648, 1.8063081502914429, -1.3200099468231201, -1.3046114444732666, 12.926307678222656, -3.314805269241333, -0.07851531356573105, -1.008946418762207, 3.0495967864990234, -0.45392414927482605, -4.1829633712768555, -4.2796525955200195, 3.1263320446014404, -0.9717531800270081, -8.339509010314941, 0.15796183049678802, 2.47033953666687, 0.08971160650253296]
813	423029	Neo-Assyrian (ca. 911-612 BC)	8	8	[0.9344483613967896, 0.032852813601493835, -1.6405329704284668, -3.6082348823547363, -0.9301466941833496, 2.7404112815856934, -0.866023600101471, 2.483687162399292, 7.499664306640625, -0.8755882978439331, -2.5141263008117676, -0.8550728559494019, 1.2269986867904663, -1.341799020767212, -1.700953483581543, 3.8073577880859375, -1.8543245792388916, -1.06340754032135]
814	262629	Old Babylonian (ca. 1900-1600 BC)	12	11	[-0.2854464650154114, -1.7904703617095947, -5.953670501708984, -0.03019355982542038, 0.5239909291267395, -5.7451491355896, 5.905640602111816, 2.4073715209960938, -1.5705265998840332, -0.26114144921302795, -2.6017725467681885, 6.737618923187256, 4.870210647583008, 2.075608253479004, -0.7000701427459717, -3.6187775135040283, 0.7183055281639099, -0.41466769576072693]
815	221976	ED IIIb (ca. 2500-2340 BC)	2	2	[0.07191996276378632, 5.226066589355469, 11.085747718811035, -1.470603585243225, 2.6557796001434326, -1.46209716796875, -1.388250708580017, -0.8988803625106812, -7.755072593688965, -1.59010648727417, 2.341120958328247, 2.352210521697998, -1.6616543531417847, -3.836308002471924, -0.04161573573946953, -0.6022105813026428, -2.652573347091675, -1.7349668741226196]
816	227995	Old Babylonian (ca. 1900-1600 BC)	12	12	[-0.01752723753452301, -1.0255504846572876, -0.6335826516151428, 0.8075862526893616, -1.5938475131988525, -2.676276206970215, 3.077998399734497, 3.540421724319458, -2.9907681941986084, -0.282622754573822, -5.632552146911621, -6.224456787109375, 7.705207824707031, -3.0820488929748535, -3.070671319961548, 2.7726566791534424, 3.9393889904022217, 3.2932863235473633]
817	281815	Middle Assyrian (ca. 1400-1000 BC)	6	8	[0.21905812621116638, -2.067838191986084, 1.2784055471420288, -1.3876993656158447, 2.090724229812622, 0.1302451193332672, 0.6371413469314575, 0.33890581130981445, 9.520580291748047, 3.838371753692627, -1.1408816576004028, -0.19168010354042053, -1.601855993270874, -1.7340956926345825, -1.689324140548706, -5.055771827697754, -3.4832940101623535, -0.8959912061691284]
818	68	Uruk III (ca. 3200-3000 BC)	15	15	[0.7492029666900635, -0.7265375852584839, -1.2292664051055908, -1.142745018005371, 0.2652584910392761, -1.4826542139053345, -0.033611446619033813, 0.5443933606147766, -1.384770154953003, -1.047860026359558, -6.0911760330200195, -2.269484043121338, -0.41558581590652466, -2.3671529293060303, -3.446462869644165, 9.382765769958496, 7.770095348358154, 2.432553291320801]
819	262565	Old Babylonian (ca. 1900-1600 BC)	12	12	[0.4176689684391022, 0.7728728652000427, 1.8771611452102661, 3.266902446746826, -3.179832696914673, 1.6199637651443481, 0.3850494623184204, 0.5077570676803589, -7.127843379974365, -0.7119239568710327, 1.5431848764419556, 0.36820289492607117, 4.786160469055176, -1.4981364011764526, 4.432140827178955, -0.17462550103664398, -3.5905601978302, -1.9120450019836426]
820	8094	Proto-Elamite (ca. 3100-2900 BC)	13	13	[-4.051807880401611, -2.3643550872802734, 0.6609856486320496, 2.3723318576812744, -0.034397318959236145, 1.159035086631775, -0.4622715413570404, 0.9173271059989929, -0.10250210762023926, 1.0206570625305176, -2.345372200012207, -3.9639334678649902, -1.982810378074646, 11.017241477966309, -2.9152989387512207, 0.2342921942472458, 0.596218466758728, 1.8774422407150269]
821	281834	Middle Assyrian (ca. 1400-1000 BC)	6	8	[-1.793794870376587, -3.4557619094848633, -2.8140580654144287, 2.9333648681640625, 0.7207898497581482, 0.43028441071510315, 1.9269236326217651, 0.0850379690527916, 10.996450424194336, 3.332839250564575, -0.5301968455314636, -0.8245049118995667, -1.528032898902893, -0.05725640803575516, 1.1394625902175903, -5.562384128570557, -4.6461992263793945, -1.286034107208252]
822	428415	Neo-Babylonian (ca. 626-539 BC)	9	3	[0.571724534034729, -2.5965399742126465, 0.6436154246330261, 6.121740818023682, 1.1255614757537842, 3.059885025024414, -2.0545597076416016, -0.1766568422317505, 4.553197860717773, 5.307896614074707, 0.35358723998069763, -1.9304615259170532, -0.22664737701416016, -5.342806816101074, 0.2296980917453766, -0.5275158286094666, -2.5607361793518066, -3.959930658340454]
823	329058	Old Akkadian (ca. 2340-2200 BC)	10	10	[1.1636451482772827, 0.47147443890571594, 1.7910115718841553, -1.923635482788086, -2.3453526496887207, -2.608271360397339, -4.115573406219482, -1.2424137592315674, -1.9374526739120483, 0.25096097588539124, 11.035645484924316, -0.3288103938102722, 1.024296522140503, -0.2379184365272522, 2.26800274848938, -1.4001106023788452, -2.2435643672943115, -0.1655939221382141]
824	423451	Early Old Babylonian (ca. 2000-1900 BC)	3	3	[-1.5192453861236572, -0.20097538828849792, 4.175363063812256, 7.200262546539307, -0.138811856508255, 6.414147853851318, -1.8544718027114868, -0.3250409662723541, 0.42193669080734253, -0.8527705669403076, 1.9653456211090088, -2.8953168392181396, 1.411102294921875, -5.495684623718262, 2.030062437057495, -0.8591375946998596, -5.469427108764648, -5.165107250213623]
825	4008	Uruk IV (ca. 3350-3200 BC)	16	16	[0.3740330934524536, -2.293417453765869, -4.041353702545166, -3.9489879608154297, -2.262726306915283, -1.5387346744537354, 1.6025104522705078, 0.48849496245384216, -0.07311473041772842, -2.2280170917510986, -5.858503818511963, 0.6852591633796692, -2.5942001342773438, -0.31915876269340515, -0.9716308116912842, 3.721446990966797, 12.20112133026123, 4.9465179443359375]
826	274135	Ebla (ca. 2350-2250 BC)	4	4	[-1.6096795797348022, 0.33241134881973267, 0.22110015153884888, -1.8592525720596313, 15.248414039611816, -1.9178779125213623, -0.20619305968284607, 1.4788053035736084, 0.01623007282614708, -1.2541807889938354, -4.865061283111572, -2.5513699054718018, -1.0405467748641968, 0.47656479477882385, -7.339541435241699, -0.6900448203086853, 1.7000362873077393, -0.7772283554077148]
827	8823	Proto-Elamite (ca. 3100-2900 BC)	13	13	[-0.36152756214141846, 0.35118958353996277, 1.1822773218154907, -0.4842457175254822, 0.4196875989437103, -4.6864142417907715, 1.8963510990142822, 0.5101062655448914, -4.965414524078369, -1.6467326879501343, -1.3206346035003662, -5.422717094421387, 1.0216212272644043, 8.970464706420898, -1.1429550647735596, 1.5577208995819092, 3.0163331031799316, 1.0564854145050049]
828	270010	Early Old Babylonian (ca. 2000-1900 BC)	3	8	[-0.5006309747695923, 0.833751916885376, 0.6357608437538147, 0.8843479156494141, -1.2764681577682495, 3.1825225353240967, -1.1027607917785645, -1.7116539478302002, 3.396151065826416, -0.5056840181350708, 2.4706320762634277, 0.3979168236255646, 0.12378217279911041, -2.8100645542144775, 1.5569570064544678, -0.5820378065109253, -1.400304913520813, -1.6582238674163818]
829	491919	Lagash II (ca. 2200-2100 BC)	5	11	[-1.8924895524978638, -0.853265106678009, -1.7569280862808228, 1.8620306253433228, 0.2922930419445038, 2.3253426551818848, 0.5224549770355225, 5.504695415496826, -3.4700117111206055, -0.02612397074699402, -3.309891700744629, 5.701869964599609, 2.980055809020996, 2.157011032104492, 0.7462114095687866, -3.0724382400512695, -3.4295971393585205, 0.10175061225891113]
830	3807	Uruk III (ca. 3200-3000 BC)	15	16	[0.7695430517196655, 3.4844279289245605, -0.9584025740623474, -3.527818441390991, 0.3742024302482605, 0.19733768701553345, 0.9901495575904846, -2.1696081161499023, -0.15296724438667297, -1.6328933238983154, -4.525969982147217, -1.0883363485336304, -1.4155702590942383, -0.023163529112935066, -2.6812500953674316, 7.237690448760986, 7.836370944976807, 0.03752882778644562]
831	343019	Old Babylonian (ca. 1900-1600 BC)	12	2	[0.30619511008262634, 1.4640387296676636, 3.9865362644195557, 2.338939905166626, 0.9604882597923279, 3.9648690223693848, -0.03287716954946518, -0.31109994649887085, 2.2660765647888184, -0.5533804893493652, -0.7703077793121338, -4.116652488708496, 0.9264891743659973, -4.246411323547363, -2.426334857940674, 2.509389638900757, -2.8623833656311035, -2.2565627098083496]
832	236303	Early Old Babylonian (ca. 2000-1900 BC)	3	3	[-1.424930214881897, -1.2412766218185425, 1.4032560586929321, 8.32105827331543, 0.19728945195674896, -0.8744477033615112, -0.7564018368721008, -0.41650643944740295, -0.9183391332626343, 0.5794048309326172, -0.5011458396911621, 1.1684315204620361, 2.8000245094299316, -1.4516527652740479, 0.5744648575782776, -2.184155225753784, -1.63691246509552, -1.5354427099227905]
833	673	Uruk III (ca. 3200-3000 BC)	15	13	[8.643903732299805, 0.5760973691940308, -2.6580824851989746, -2.516915798187256, 6.2355637550354, -14.246670722961426, -7.694448471069336, -0.9809890985488892, 8.618393898010254, -17.073345184326172, -0.6043863296508789, -13.247562408447266, 6.1315531730651855, 8.779494285583496, -14.824581146240234, -4.279081344604492, -5.683597087860107, 4.761741638183594]
834	359211	Old Assyrian (ca. 1950-1850 BC)	11	11	[-0.6255515217781067, -0.640048623085022, -1.2929331064224243, 1.3860857486724854, -3.005645990371704, 0.1557740420103073, -0.8409565687179565, 1.4454294443130493, -1.4399492740631104, 2.4018900394439697, -1.4019253253936768, 10.682735443115234, -1.9669381380081177, -1.665090560913086, -1.0097562074661255, -1.711594581604004, -1.088242530822754, 0.16223692893981934]
835	359371	Old Assyrian (ca. 1950-1850 BC)	11	11	[0.5068637132644653, 0.1881663203239441, -0.45783454179763794, -2.9951260089874268, 0.3946356475353241, -0.5167818665504456, -0.8606499433517456, 0.21044473350048065, 4.458963394165039, 0.1480751633644104, 0.8437885642051697, 7.474483489990234, -2.559884786605835, 0.20947352051734924, -0.43680107593536377, -1.1836912631988525, -1.4261152744293213, -0.3863878548145294]
836	274156	Ebla (ca. 2350-2250 BC)	4	4	[3.446528911590576, -1.0639004707336426, -2.3372621536254883, 3.026796817779541, 7.695766925811768, -2.6561203002929688, -3.2632269859313965, -0.860348105430603, -0.6878150701522827, 1.2788136005401611, 1.2445966005325317, -4.489246368408203, 5.710108757019043, -0.3930336534976959, -4.405709743499756, -2.0812761783599854, -2.3665037155151367, 0.31198567152023315]
837	450298	Neo-Assyrian (ca. 911-612 BC)	8	8	[0.6518384218215942, -4.4632954597473145, -2.3105602264404297, 1.5654432773590088, -0.06018849089741707, -2.554109811782837, -0.9245494604110718, 4.314198017120361, 10.616625785827637, 0.5573604106903076, -2.185565233230591, 2.3541390895843506, 0.6262211203575134, -1.8213976621627808, -2.2585465908050537, 0.362579345703125, -2.9935896396636963, -1.9431629180908203]
838	306588	Old Babylonian (ca. 1900-1600 BC)	12	12	[-2.0694222450256348, -1.075677752494812, -1.0080844163894653, 6.841240882873535, -2.5154592990875244, -4.344908714294434, 2.3159666061401367, -0.11118847876787186, -1.0639671087265015, -0.31088998913764954, -5.589034557342529, 4.5350165367126465, 9.40439224243164, -1.6665843725204468, 2.170785903930664, -3.9762210845947266, -2.1086645126342773, -1.539849877357483]
839	1689	Uruk III (ca. 3200-3000 BC)	15	15	[4.588810443878174, 1.0307363271713257, -3.25767183303833, -4.20973014831543, -0.7601142525672913, -2.1953651905059814, 0.49887925386428833, 0.5939911603927612, 1.6699714660644531, 0.4412688910961151, -5.308882236480713, -5.758437633514404, 3.003580331802368, -2.102703332901001, -2.921973466873169, 6.6556925773620605, 5.1319403648376465, 3.679591178894043]
840	122674	Ur III (ca. 2100-2000 BC)	14	14	[-2.900416374206543, -1.9620429277420044, -2.814119577407837, -0.3738436996936798, 2.79838228225708, -0.037245072424411774, 0.7610282301902771, 3.6053428649902344, -5.178920269012451, -0.6324894428253174, -1.3575913906097412, 4.448464393615723, 0.1826905906200409, 1.103244423866272, 4.72760009765625, -1.7535570859909058, 0.32975664734840393, -0.09819528460502625]
841	274167	Ebla (ca. 2350-2250 BC)	4	4	[-1.6314313411712646, -2.074815273284912, -1.8048958778381348, 2.6597647666931152, 11.309626579284668, 1.7899829149246216, -1.7989667654037476, -0.12148411571979523, -0.8111295104026794, -0.7079936265945435, -3.5859358310699463, -4.363572120666504, 3.5579302310943604, 1.5529959201812744, -4.553758144378662, -0.43698322772979736, -1.2264245748519897, -1.7720603942871094]
842	347393	Old Babylonian (ca. 1900-1600 BC)	12	12	[-2.407207489013672, -0.7537980079650879, -1.4777346849441528, 2.4813992977142334, -0.3620299696922302, -1.2255887985229492, 0.9256463646888733, 2.4211819171905518, -0.03282398357987404, 0.38348695635795593, -1.906730055809021, -3.0728039741516113, 8.160287857055664, 3.463012933731079, -0.7842956185340881, -2.638659715652466, 0.17774611711502075, -1.3696248531341553]
843	221344	ED IIIb (ca. 2500-2340 BC)	2	2	[0.28525981307029724, 4.382676601409912, 8.549700736999512, 0.11392255872488022, 2.083171844482422, 1.449290156364441, -1.3134890794754028, -0.05762404575943947, -0.838932991027832, -0.17377394437789917, 1.966166377067566, 0.19952914118766785, -0.968663215637207, -5.682374477386475, -0.9717706441879272, -3.903923749923706, -2.8080179691314697, -2.7469189167022705]
844	382308	Old Akkadian (ca. 2340-2200 BC)	10	10	[0.6423661112785339, 0.12541817128658295, 1.8547691106796265, -1.345705509185791, 0.6448985934257507, -1.3450798988342285, -2.8043086528778076, -1.1466115713119507, -0.2947726547718048, -0.23119032382965088, 6.727242469787598, 0.21429771184921265, 0.7000187635421753, -0.47488442063331604, 0.8956061005592346, 0.33972346782684326, -2.4810588359832764, 0.07166177034378052]
845	8734	Proto-Elamite (ca. 3100-2900 BC)	13	13	[-2.081490993499756, -1.2226048707962036, -1.6513004302978516, 2.0328261852264404, 3.142888307571411, -2.1910624504089355, 1.3644086122512817, 0.06358690559864044, 1.6036477088928223, 1.7469780445098877, -2.8920326232910156, -1.9401202201843262, -1.3235139846801758, 8.79387092590332, -2.163273572921753, 0.11383794248104095, -1.5202370882034302, -0.1052480936050415]
846	329181	Old Akkadian (ca. 2340-2200 BC)	10	10	[1.5700435638427734, -0.4369273781776428, 2.3303935527801514, -2.350828170776367, -3.1627116203308105, -1.160580039024353, -2.922794818878174, 0.9583514332771301, 0.7138800621032715, 0.7867475748062134, 9.205514907836914, 1.5290216207504272, 1.3926342725753784, -0.27026548981666565, -0.5496628284454346, -2.920278310775757, -1.224019169807434, -0.6513971090316772]
847	261082	Old Babylonian (ca. 1900-1600 BC)	12	12	[2.615314483642578, -0.2694590091705322, 1.363945722579956, -2.7556378841400146, -0.8854907751083374, -3.33929181098938, -1.1951513290405273, 2.191159725189209, 1.756677269935608, 0.39357298612594604, 3.6723389625549316, -2.5622169971466064, 5.05902099609375, -3.056656837463379, -1.2040047645568848, 0.7600133419036865, -1.6604975461959839, -2.230839729309082]
848	982	Uruk IV (ca. 3350-3200 BC)	16	16	[0.21915438771247864, -2.6391377449035645, -3.6448569297790527, -4.318624973297119, -1.4100905656814575, 0.007797589525580406, 0.1995384395122528, 0.39289534091949463, 1.9561901092529297, 0.24543234705924988, -0.945589542388916, 1.2977526187896729, -5.371082305908203, -1.0007383823394775, -2.285511016845703, 2.0250837802886963, 9.840749740600586, 5.501943588256836]
